,u,v,key,osmid,bridge,oneway,length,geometry,service
455,411686469,411686774,0,218215448,yes,False,17.611,"LINESTRING (103.9140083 1.3928185, 103.914161 1.3927763)",
456,2274882119,2274882241,0,173144832,yes,False,27.553,"LINESTRING (103.9006161 1.4024701, 103.900802 1.402634)",
457,2274882119,2274882056,0,173144832,yes,False,22.941,"LINESTRING (103.9006161 1.4024701, 103.900423 1.4023973)",
458,2274871882,2274871798,0,218215447,yes,False,26.067,"LINESTRING (103.9136174 1.393117, 103.913806 1.3929777)",
459,2274871882,2274872054,0,218215447,yes,False,40.949,"LINESTRING (103.9136174 1.393117, 103.9133323 1.3933502)",
460,2274882141,2274882069,0,173144832,yes,False,38.175,"LINESTRING (103.8996596 1.4025029, 103.8999912 1.4024136)",
461,2274882141,2274882492,0,173144832,yes,False,123.977,"LINESTRING (103.8996596 1.4025029, 103.8986071 1.4028717)",
462,2274874973,1839721834,0,218215448,yes,False,33.663,"LINESTRING (103.9089612 1.3968438, 103.9087405 1.3970511)",
463,2274874973,2274874260,0,218215448,yes,False,159.026,"LINESTRING (103.9089612 1.3968438, 103.9100725 1.3959432)",
464,5702120063,2085848759,0,173144836,yes,False,19.071,"LINESTRING (103.9003767 1.402178, 103.9002053 1.4021705)",
465,5702120063,411102768,0,173144836,yes,False,7.8,"LINESTRING (103.9003767 1.402178, 103.9004468 1.402181)",
466,5702120064,2274884801,0,218215447,yes,False,11.124,"LINESTRING (103.9039291 1.4074863, 103.9038372 1.4074467)",
467,5702120064,2274884811,0,218215447,yes,False,22.871,"LINESTRING (103.9039291 1.4074863, 103.904118 1.4075678)",
468,6532027386,6532012980,0,695617198,yes,False,29.683,"LINESTRING (103.9039573 1.4080756, 103.9040525 1.408325)",yard
469,6532027386,6532027387,0,695617198,yes,False,218.51,"LINESTRING (103.9039573 1.4080756, 103.9029971 1.4063609)",yard
470,2274881157,2274876589,0,173144843,yes,False,333.28,"LINESTRING (103.9002017 1.4011511, 103.8987615 1.3985223)",yard
471,2274881157,411102766,0,173144843,yes,False,195.531,"LINESTRING (103.9002017 1.4011511, 103.901094 1.4026665)",yard
472,1712357001,5435063398,0,173144832,yes,False,10.317,"LINESTRING (103.9020426 1.4157357, 103.9019784 1.4156687)",
473,1712357001,7114440519,0,173144832,yes,False,22.694,"LINESTRING (103.9020426 1.4157357, 103.9021722 1.4158934)",
474,2274873995,2274875243,0,218215447,yes,False,224.337,"LINESTRING (103.9168561 1.395614, 103.9180273 1.397257)",
475,2274873995,2274873547,0,218215447,yes,False,85.438,"LINESTRING (103.9168561 1.395614, 103.916373 1.3950164)",
476,2274881168,2274881272,0,173144841,yes,False,23.58,"LINESTRING (103.9001598 1.4011686, 103.9002383 1.4013656)",yard
477,2274881168,242967350,0,173144841,yes,False,332.416,"LINESTRING (103.9001598 1.4011686, 103.8987239 1.3985463)",yard
478,6532027391,411102762,0,173144832,yes,False,43.262,"LINESTRING (103.9061613 1.4119605, 103.9063563 1.4122972)",
479,6532027391,411102763,0,173144832,yes,False,287.385,"LINESTRING (103.9061613 1.4119605, 103.9048658 1.4097239)",
480,2274875385,2274875620,0,173144841,yes,False,48.012,"LINESTRING (103.89813 1.3975098, 103.8983275 1.3978938)",yard
481,2274875385,2274875060,0,173144841,yes,False,67.163,"LINESTRING (103.89813 1.3975098, 103.8978538 1.3969726)",yard
482,2274882207,2274882410,0,218215448,yes,False,22.031,"LINESTRING (103.9009071 1.4025926, 103.9009723 1.4027797)",
483,2274882207,411685949,0,218215448,yes,False,16.952,"LINESTRING (103.9009071 1.4025926, 103.9009003 1.4024403)",
484,2274882210,2274882091,0,218215447,yes,False,17.195,"LINESTRING (103.9009932 1.4025949, 103.9009867 1.4024404)",
485,2274882210,2274882348,0,218215447,yes,False,18.325,"LINESTRING (103.9009932 1.4025949, 103.9010537 1.4027482)",
486,1712357030,1712357040,0,173144832,yes,False,33.034,"LINESTRING (103.9070567 1.4166081, 103.9067832 1.4167243)",
487,1712357030,1167584060,0,173144832,yes,False,28.45,"LINESTRING (103.9070567 1.4166081, 103.90727 1.4164667)",
488,411686567,411686468,0,218215448,yes,False,18.498,"LINESTRING (103.9146511 1.3928108, 103.9144904 1.3927676)",
489,411686567,411686901,0,218215448,yes,False,24.58,"LINESTRING (103.9146511 1.3928108, 103.9148481 1.3929112)",
490,1712357040,1839721875,0,173144832,yes,False,41.597,"LINESTRING (103.9067832 1.4167243, 103.906453 1.4169003)",
491,1712357040,1712357030,0,173144832,yes,False,33.034,"LINESTRING (103.9067832 1.4167243, 103.9070567 1.4166081)",
492,242967218,1839722255,0,173144843,yes,False,151.311,"LINESTRING (103.8966035 1.395553, 103.8952757 1.3958525)",yard
493,242967218,1839722236,0,173144843,yes,False,17.499,"LINESTRING (103.8966035 1.395553, 103.8967609 1.3955553)",yard
494,2274875060,2274875385,0,173144841,yes,False,67.163,"LINESTRING (103.8978538 1.3969726, 103.89813 1.3975098)",yard
495,2274875060,242967277,0,173144841,yes,False,77.1,"LINESTRING (103.8978538 1.3969726, 103.8975477 1.3963504)",yard
496,2085848759,2274881946,0,173144836,yes,False,31.021,"LINESTRING (103.9002053 1.4021705, 103.8999376 1.4022493)",
497,2085848759,5702120063,0,173144836,yes,False,19.071,"LINESTRING (103.9002053 1.4021705, 103.9003767 1.402178)",
498,242967233,1839722241,0,173144843,yes,False,20.129,"LINESTRING (103.8972168 1.3957342, 103.8970631 1.3956385)",yard
499,242967233,2274874212,0,173144843,yes,False,19.168,"LINESTRING (103.8972168 1.3957342, 103.8973249 1.3958685)",yard
